"X"	"PD_3_VTA"	"PD_4_SNc"	"PD_5_SNc"	"PD_4_VTA"	"PD_2_SNc"	"PD_5_VTA"	"PD_3_SNc"	"PD_1_SNc"	"PD_1_VTA"
"GABPB1-AS1"	1	0	109	4	75	3	15	24	32
"ERICH4"	0	0	0	0	0	0	0	0	0
"GATSL2"	0	0	0	0	0	0	0	0	0
"SMIM24"	0	0	0	0	0	0	0	0	0
"NRK"	0	0	0	0	0	0	0	0	0
"CXCL8"	0	0	0	0	0	1	0	0	0
"STAM-AS1"	0	0	1	0	1	0	0	0	1
"LINC01169"	0	0	0	0	0	0	0	0	0
"LINC01159"	0	0	0	0	0	0	0	0	0
"PRKX-AS1"	0	0	0	0	0	0	0	0	0
"PPEF1-AS1"	0	0	0	0	0	0	0	0	0
"MED14OS"	0	0	0	0	0	0	0	0	0
"HCFC1-AS1"	0	0	0	0	0	0	0	0	0
"DEFB133"	0	0	0	0	0	0	0	0	0
"TRERNA1"	0	0	0	0	0	0	0	0	0
"LINC00359"	0	0	0	0	0	0	0	0	0
"PCYT1B-AS1"	0	0	0	0	0	0	0	0	0
"MID1IP1-AS1"	0	0	0	0	0	0	0	0	0
"LOC101927342"	0	0	0	0	0	0	0	0	0
"ZNF630-AS1"	0	0	0	0	0	0	0	0	0
"ARHGEF9-IT1"	0	0	0	0	0	0	0	0	0
"LINC00551"	0	0	0	0	0	0	0	0	0
"FRMPD3-AS1"	0	0	0	0	1	0	0	0	0
"DDX26B-AS1"	0	0	0	0	0	0	0	0	0
"LOC101927178"	0	0	0	0	0	0	0	0	0
"RP11-87M18.2"	0	0	0	0	0	0	0	0	0
"LINC00280"	0	0	0	0	0	0	0	0	0
"LOC101928438"	0	0	0	0	0	0	0	0	0
"LOC101928775"	0	0	0	0	0	0	0	0	0
"ZNF808"	0	0	4	18	6	12	17	18	33
"FAM110C"	25	7	44	2	1	0	2	1	6
"IZUMO4"	0	0	0	0	0	0	0	0	0
"ACBD7"	0	1	0	0	1	0	3	0	7
"OXLD1"	36	0	1	4	2	4	0	10	11
"ALG9"	13	0	0	0	61	0	2	9	2
"TXNRD3NB"	0	0	0	0	0	0	0	0	0
"CBLN3"	0	0	0	0	0	0	0	0	0
"TMEM232"	5	0	17	3	1	1	8	0	4
"FAM196A"	87	33	59	2	16	15	4	18	8
"EML6"	43	0	144	53	44	17	49	4	24
"SLC22A10"	0	0	0	0	0	0	0	0	0
"C4orf29"	0	0	0	0	0	0	0	0	0
"KIAA0895L"	0	0	13	0	24	2	5	22	1
"SYPL2"	0	0	0	0	0	0	0	0	0
"EXOC3L4"	0	0	0	0	0	0	0	0	0
"CCDC42B"	0	0	0	0	0	0	0	0	0
"DEFB107A+DEFB107B"	0	0	0	0	0	0	0	0	0
"PPIAL4C"	0	0	0	0	0	0	0	0	0
"IQSEC1"	319	18	153	126	135	23	103	92	90
"YIF1B"	17	1	24	0	12	0	1	2	1
"C11orf39"	0	0	0	0	0	0	0	0	0
"FAM157C"	0	0	0	0	0	0	0	0	0
"FAM106B"	0	0	0	0	0	0	0	0	0
"SAPCD1"	0	0	0	0	0	0	0	0	0
"ZDHHC19"	3	0	4	0	0	0	0	0	0
"SSX4B"	0	0	0	0	0	0	0	0	0
"MAP9"	457	82	261	158	190	66	140	205	348
"KLHL35"	0	1	37	2	3	3	0	0	0
"TEX40"	0	0	0	0	0	0	0	0	0
"PRSS53"	0	0	0	0	0	0	0	0	0
"CCDC88C"	0	0	0	39	0	1	0	0	0
"IFNA17"	0	0	0	0	0	0	0	0	0
"C1RL-AS1"	0	0	3	0	2	0	0	0	0
"LINC01566"	0	0	0	0	0	0	0	0	0
"SIDT2"	53	0	0	31	4	9	4	97	5
"FAM63B"	0	0	0	0	0	0	0	0	0
"ASB1"	173	2	17	2	24	0	14	50	6
"PCDH17"	972	13	133	84	1	66	244	10	10
"PIM3"	48	22	35	6	50	28	24	7	42
"PRR32"	0	0	0	0	0	0	0	0	0
"TBC1D28"	0	0	0	0	0	0	0	0	0
"MPEG1"	0	0	0	0	0	0	0	0	0
"PAPD5"	0	0	0	0	0	0	0	0	0
"HELQ"	2	0	1	8	44	1	0	0	0
"OR6B2"	0	0	0	0	0	0	0	0	0
"ZNF780B"	9	0	82	1	120	11	5	8	84
"PAQR3"	54	0	92	2	41	83	5	13	95
"ZNF765"	0	1	8	0	10	0	0	0	9
"SPINK13"	0	0	4	0	0	0	0	0	1
"MSMP"	0	0	0	0	0	0	0	0	0
"TRIM71"	0	0	0	0	0	0	3	0	0
"METTL12"	0	0	0	0	0	0	0	0	0
"MUC17"	0	0	0	0	0	0	0	0	0
"SPTSSB"	11	0	19	10	0	0	1	1	0
"LGALS9C"	0	0	0	0	0	0	0	0	0
"C8orf74"	0	0	0	0	0	0	0	0	0
"SWI5"	50	0	18	0	4	0	1	4	36
"SCX"	0	0	0	0	0	0	8	4	0
"GPR149"	0	0	2	1	13	0	11	1	0
"C17orf47"	0	0	0	0	0	0	0	0	0
"GOLGA6A"	0	0	0	0	0	0	0	0	0
"GAB4"	0	0	0	0	0	0	0	0	0
"ZNF284"	1	0	4	0	12	0	13	0	2
"NCKAP5L"	7	0	16	0	12	0	11	0	2
"COL28A1"	0	0	0	0	0	12	0	0	0
"SDHAF1"	7	0	8	2	0	3	0	2	0
"DEFB116"	0	0	0	0	0	0	0	0	0
"DEFB115"	0	0	0	0	0	0	0	0	0
"DEFB113"	0	0	0	0	0	0	0	0	0
"GAGE12B"	0	0	0	0	0	0	0	0	0
"KDM5A"	109	12	42	47	52	5	22	21	30
"TRIM16L"	0	0	0	0	0	0	0	0	0
"CNGA4"	0	0	0	0	0	0	0	0	0
"LPPR5"	0	0	0	0	0	0	0	0	0
"FAM220A"	48	1	10	24	11	2	1	1	102
"ACOT6"	0	0	0	0	0	0	0	0	0
"ACOT1"	0	0	0	0	7	0	0	0	0
"CYS1"	2	0	0	0	0	0	0	0	0
"MALRD1"	0	0	0	0	0	0	0	0	0
"H3F3B"	46	7	120	63	107	9	54	68	25
"PDS5A"	93	18	89	62	47	77	47	61	82
"TMC3"	0	0	0	0	0	0	0	3	0
"GALNTL6"	97	17	288	22	105	63	55	28	100
"FAM25G"	0	0	0	0	0	0	0	0	0
"PABPC1L2B"	0	4	19	8	13	5	21	0	10
"SMAGP"	0	0	1	0	0	0	0	0	0
"ZNF704"	90	0	17	10	36	0	4	13	12
"ZNF404"	0	0	20	0	57	0	43	4	3
"ZBTB38"	90	79	102	139	198	21	80	119	321
"LOC102723828"	0	0	0	0	0	0	0	0	0
"LOC100506444"	0	0	0	0	0	0	0	0	0
"LOC101929194"	0	0	0	0	0	0	0	0	0
"SCGB1C2"	0	0	0	0	0	0	0	0	0
"DUSP28"	20	0	0	0	0	24	20	19	56
"CAPN8"	0	0	0	0	0	0	0	0	0
"CUL4B"	261	0	82	56	74	23	60	12	236
"GFI1B"	0	0	0	0	0	0	0	0	0
"SNAPC3"	183	2	67	48	67	81	35	14	74
"DEFB131"	0	0	0	0	0	0	0	0	0
"DEFB125"	0	0	0	0	0	0	0	0	0
"TSTD1"	1	0	13	9	0	0	0	0	0
"MESP2"	19	0	8	0	0	0	0	0	0
"PLGLB1"	0	0	0	0	0	0	0	0	0
"RMDN2"	1	0	27	0	0	0	0	7	0
"ARHGAP11B"	0	0	0	0	0	0	0	0	0
"KCNU1"	0	0	0	0	0	0	0	0	0
"HRCT1"	0	0	0	0	0	0	0	0	0
"AIM1L"	0	0	0	0	0	0	0	0	0
"C6orf165"	0	0	0	0	0	0	0	0	0
"TRMT11"	26	2	15	3	13	1	23	0	1
"LINS"	0	0	17	0	0	17	18	4	7
"ZNF705D"	0	0	0	0	0	0	0	0	0
"C1orf158"	0	0	0	0	0	0	0	0	0
"THSD7B"	0	0	0	0	0	0	0	0	0
"ELP6"	39	2	13	2	23	0	11	0	4
"NT5DC3"	11	6	7	2	18	0	0	2	2
"FTO"	166	33	96	12	61	102	41	134	57
"CYB5RL"	0	0	4	0	0	0	0	0	0
"VPS37D"	0	18	14	21	21	0	5	7	3
"COX19"	71	0	5	2	7	2	5	3	21
"RPS4Y2"	0	0	0	0	0	0	0	0	0
"DUSP27"	0	0	0	0	0	0	0	0	0
"DCAF4L1"	88	0	0	1	0	0	0	0	0
"CDNF"	0	0	0	0	0	0	0	0	0
"LOC256880"	0	0	0	0	0	0	0	0	0
"PFN3"	0	0	0	0	0	0	0	0	0
"RUSC1-AS1"	0	0	24	1	12	3	0	2	3
"CIB4"	0	0	0	3	0	0	0	0	0
"PLAC8L1"	0	0	17	0	0	0	0	0	0
"DBX1"	0	1	0	0	0	0	0	0	0
"C6orf120"	95	3	42	6	43	0	45	3	6
"NANOS2"	0	0	0	0	0	0	0	0	0
"KCTD21"	228	0	57	43	14	0	21	10	20
"SPATA6L"	2	0	2	0	3	0	0	3	0
"CCDC183"	4	0	0	0	1	0	0	9	7
"EFEMP1"	1	2	2	32	0	1	5	7	1
"SAMD5"	1	0	8	1	1	1	1	3	0
"PPAPDC1A"	0	0	0	0	0	0	0	0	0
"DMRTC2"	0	0	0	0	0	0	0	0	0
"NPS"	0	0	0	0	0	0	0	0	0
"PROSER3"	17	0	0	0	2	0	0	0	0
"ZNF735"	0	0	0	0	0	0	0	0	0
"CPLX3"	0	0	0	0	0	0	0	0	0
"SYCP2L"	0	0	6	0	0	0	0	0	0
"SCGB2B2"	0	0	0	0	0	0	0	0	0
"CEACAM16"	0	0	0	0	0	0	0	0	0
"AARD"	16	0	0	0	7	0	0	1	48
"RAB12"	85	4	88	19	158	26	59	65	65
"DPPA5"	0	0	0	0	0	0	0	0	0
"C3orf70"	17	3	23	9	1	18	3	1	9
"MRGPRE"	0	0	0	0	0	0	0	0	0
"RGS21"	0	0	0	0	0	0	0	0	0
"CLLU1OS"	0	0	0	0	0	0	0	0	0
"SFTA3"	0	0	0	0	0	0	0	0	0
"UQCC3"	64	0	0	6	1	1	3	0	4
"CTRB2"	0	0	0	0	0	0	0	0	0
"NRF1"	0	1	35	14	8	0	3	3	0
"UBXN2B"	24	5	48	35	32	1	9	5	42
"ARL16"	0	0	9	0	11	6	0	1	0
"GATSL3"	0	0	0	0	0	0	0	0	0
"ACTL10"	0	0	0	0	0	0	0	0	0
"HEPN1"	0	0	0	0	0	0	0	0	0
"LRRC66"	0	0	1	0	0	0	0	0	0
"HES3"	0	0	0	0	0	0	0	0	0
"C1orf53"	2	0	0	0	1	3	0	0	0
"RGPD1"	0	0	1	0	0	0	0	0	0
"SBK1"	28	0	7	20	25	0	7	0	21
"ACOT9"	2	0	9	0	0	0	9	5	16
"LRRIQ3"	0	0	0	0	0	0	0	0	0
"CCDC178"	0	0	0	0	0	1	0	0	0
"BOLA3"	6	3	28	13	18	6	7	6	2
"ZNF749"	0	0	0	0	0	0	0	0	0
"H2AFB1"	0	0	0	0	0	0	0	0	0
"UBE2QL1"	32	45	45	168	47	21	40	107	86
"SLC25A52"	0	0	0	0	0	0	0	0	0
"RNF215"	6	0	18	0	1	1	0	4	3
"BCLAF1"	164	17	182	7	117	138	58	66	165
"ZNF304"	0	0	0	0	23	0	2	13	8
"PIK3R6"	0	0	0	0	0	0	0	0	0
"BTBD11"	336	34	99	168	79	52	171	105	72
"ZBTB7C"	0	0	0	0	0	0	0	0	1
"YDJC"	40	0	30	0	3	0	1	1	0
"AP1S3"	0	0	7	0	0	0	0	0	0
"CCDC58"	8	6	11	1	7	8	7	7	5
"C2orf76"	1	0	6	0	0	0	0	0	0
"CMC4"	0	0	0	0	0	0	0	0	0
"C14orf28"	0	0	8	0	1	0	0	0	23
"VMAC"	0	0	0	0	0	0	0	0	0
"DAPL1"	41	0	22	0	11	3	13	5	21
"ENTPD8"	0	0	0	0	0	0	2	0	0
"CCDC157"	17	0	0	0	5	0	0	0	1
"RAB41"	0	0	0	0	2	0	6	0	1
"ARID3C"	0	0	0	0	0	0	0	0	0
"SULT6B1"	0	0	0	0	0	0	0	0	0
"DFNB59"	0	0	0	0	0	0	0	0	0
"UFSP1"	28	0	0	0	0	0	0	0	0
"RAB40AL"	0	0	0	0	0	0	0	0	0
"CKMT1A"	81	0	38	28	34	15	11	20	7
"CCDC78"	0	0	0	0	1	0	0	0	0
"ABCC4"	0	0	0	1	3	0	0	0	0
"DDX59"	0	0	7	0	4	0	4	0	0
"ODF3B"	0	0	0	0	0	0	0	0	0
"MCUR1"	141	2	29	8	40	6	24	15	20
"ERGIC1"	7	0	17	1	10	0	1	0	5
"DCUN1D2"	11	0	9	3	0	3	4	0	7
"ANXA2R"	0	0	0	0	0	0	0	0	0
"CXorf40B"	0	0	0	0	0	0	0	0	0
"RLTPR"	0	0	0	0	0	0	0	0	0
"FOXB2"	0	0	0	0	0	0	0	0	0
"SMCO3"	0	0	0	0	0	0	0	0	0
"PLIN5"	0	0	0	0	0	0	0	0	0
"SRRD"	50	1	3	0	1	0	0	0	0
"FIGNL2"	0	0	0	0	0	0	0	0	0
"C17orf97"	6	0	8	0	39	5	9	8	0
"PTRHD1"	0	67	36	0	5	0	1	4	7
"VSIG8"	0	0	0	0	0	0	0	0	0
"ZNF793"	16	0	36	7	32	43	4	27	115
"FRRS1"	0	0	0	0	0	0	0	0	0
"GDPGP1"	40	0	61	0	1	0	5	3	2
"LRRC26"	0	0	0	0	0	0	0	0	0
"FAM227A"	109	0	6	52	1	10	14	3	43
"FAM209B"	0	0	0	0	0	0	0	0	0
"TRNP1"	138	33	28	35	27	48	21	29	55
"TMEM82"	0	0	0	0	0	0	0	0	0
"METTL11B"	0	0	0	0	0	0	0	0	0
"AADACL4"	0	0	0	0	0	0	0	0	0
"PPP1R42"	0	0	0	0	0	0	0	0	0
"ZC2HC1B"	0	0	0	0	0	0	0	0	0
"ALG10B"	0	0	1	14	18	0	1	52	0
"PGAM4"	0	0	0	0	0	0	0	0	0
"CPTP"	51	2	4	9	1	0	2	21	11
"PLEKHG1"	15	0	1	0	0	0	6	0	0
"OR8U9"	0	0	0	0	0	0	0	0	0
"OR2G6"	0	0	0	0	0	0	0	0	0
"OR11H12"	0	0	0	0	0	0	0	0	0
"SFMBT2"	10	0	0	0	0	0	10	0	7
"KIAA1755"	0	0	0	6	0	0	0	0	6
"SNX30"	41	1	13	18	19	8	10	7	2
"C9orf152"	0	0	0	0	0	0	0	0	0
"KNOP1"	3	3	0	1	0	0	2	3	10
"C16orf86"	0	0	0	0	0	0	0	0	0
"ZKSCAN2"	19	0	11	12	41	0	0	0	13
"PLAC9"	0	0	0	0	0	0	0	0	0
"FAM209A"	0	0	0	0	0	0	0	0	0
"SPIN4"	0	0	25	19	84	1	1	5	0
"COX20"	3	0	0	0	5	0	0	0	0
"SLC25A53"	25	0	1	1	0	0	0	1	0
"DUXA"	0	0	0	0	0	0	0	0	0
"DPRX"	0	0	0	0	0	0	0	0	0
"C9orf106"	0	0	0	0	0	0	0	0	0
"KRTAP5-10"	0	0	0	0	0	0	0	0	0
"KRTAP5-4"	0	0	0	0	0	0	0	0	0
"KRTAP5-3"	0	0	0	0	0	0	0	0	0
"SH3RF3"	0	0	0	0	7	1	7	2	2
"ARGFX"	0	0	0	0	0	0	0	0	0
"GRAMD2"	0	0	0	0	0	0	0	0	0
"SPRN"	0	0	0	1	0	5	3	17	0
"KRTAP5-7"	0	0	5	0	0	0	0	0	0
"ZSCAN23"	0	0	0	0	4	0	0	0	2
"ANKRD20A3"	0	0	8	0	0	0	0	0	0
"KRTAP5-6"	0	0	0	0	0	0	0	0	0
"TRIM61"	0	0	0	0	0	0	0	0	0
"FAM83G"	0	0	14	0	5	0	0	2	4
"ROPN1B"	0	0	1	0	0	0	0	0	0
"KPRP"	0	0	0	0	0	0	0	0	0
"ARSI"	0	0	0	0	0	0	0	0	0
"MSL1"	79	27	81	1	11	5	21	23	103
"CLEC18B"	0	0	0	0	0	0	0	0	0
"HNRNPA1L2"	4	0	49	8	0	0	6	0	8
"ARSH"	0	0	0	0	0	0	0	0	0
"XKR7"	0	0	2	0	0	0	0	0	13
"NMS"	0	0	0	0	0	0	0	0	0
"NAA30"	46	7	3	4	83	104	7	69	329
"PNLIPRP3"	0	0	0	0	0	0	0	0	0
"MCCD1"	0	0	0	0	0	0	0	0	0
"C10orf62"	0	0	0	0	0	0	0	0	0
"FAM168B"	266	32	52	50	137	21	32	63	124
"NCMAP"	3	0	0	0	0	0	0	0	0
"C1orf189"	0	0	0	0	0	0	0	0	0
"METTL21C"	0	0	0	0	0	0	0	0	0
"LIPJ"	0	0	0	0	0	0	0	0	0
"C9orf135"	0	0	0	0	0	0	0	0	0
"DEFB110"	0	0	0	0	0	0	0	0	0
"HRNR"	0	0	0	0	0	0	0	0	0
"HES5"	0	0	0	0	0	0	0	0	0
"FAM171A1"	90	11	79	52	42	87	33	111	99
"CEACAM20"	0	0	0	0	0	0	0	0	0
"FAM72B"	3	0	0	0	0	0	0	0	0
"TCEB3CL"	0	0	0	0	0	0	0	0	0
"GOLGA7B"	29	9	3	48	40	2	40	3	7
"C10orf120"	0	0	0	0	0	0	0	0	0
"NUGGC"	0	0	0	0	0	0	0	0	2
"B3GNTL1"	0	0	0	0	0	0	1	1	0
"C12orf29"	120	10	40	20	119	20	5	34	17
"SLC10A5"	2	0	0	0	0	1	22	0	0
"RNASE12"	0	0	0	0	0	0	0	0	0
"PRAMEF6"	0	0	0	0	0	0	0	0	0
"ACER2"	0	0	0	0	0	0	0	0	0
"CLPSL1"	0	0	0	0	0	0	0	0	0
"FAM102B"	278	5	124	115	110	28	53	19	91
"LRRC24"	0	0	0	0	0	0	0	0	0
"ZIK1"	4	0	32	0	20	10	51	0	0
"C6orf163"	0	0	12	0	0	0	3	0	0
"IBA57"	20	0	1	48	10	0	8	0	9
"C22orf42"	0	0	0	0	0	0	0	0	0
"SAMD15"	0	0	0	0	0	0	0	0	1
"LELP1"	0	0	0	0	0	0	0	0	0
"TTC7B"	79	36	46	0	22	8	21	18	53
"CLVS2"	384	15	143	41	83	3	88	26	161
"ZNF766"	5	0	0	3	11	3	0	23	0
"MSS51"	0	0	0	0	0	0	7	0	0
"RGAG4"	0	0	0	0	0	0	0	0	0
"SPANXN5"	0	0	0	0	0	0	0	0	0
"SLX4IP"	13	0	4	0	4	0	5	0	0
"CDKL4"	0	0	5	0	0	0	0	0	0
"SLCO1B7"	0	0	0	0	0	0	0	0	0
"SPRR2E"	0	0	0	0	0	0	0	0	0
"SPATA31A3"	0	0	0	0	0	0	0	0	0
"ARHGAP28"	0	0	0	0	5	0	0	0	0
"GOLGA8B"	3	0	131	8	76	50	1	0	3
"RAB19"	0	0	0	0	0	0	0	0	0
"CTAGE15"	0	0	0	0	0	0	0	0	0
"USP9X"	366	57	205	157	402	101	117	191	222
"SULT1C3"	0	0	0	0	0	0	0	0	0
"C6orf226"	0	0	0	0	9	0	0	0	0
"TMCO2"	0	0	0	0	0	0	0	0	0
"IAH1"	4	3	1	11	5	3	12	0	18
"MURC"	0	0	0	0	0	0	0	0	0
"SH3PXD2B"	1	0	15	1	33	4	0	0	11
"ACTBL2"	0	0	0	0	1	0	0	0	0
"H2AFB2"	0	0	0	0	0	0	0	0	0
"TCHHL1"	0	0	0	0	0	0	0	0	0
"FOXK1"	24	14	35	14	13	7	27	7	16
"CT83"	0	0	0	0	0	0	0	0	0
"GPX8"	0	0	0	0	0	0	0	0	0
"CCDC73"	0	0	0	2	0	0	0	0	0
"TMEM89"	0	0	0	0	0	0	0	0	0
"TTC32"	0	0	0	0	23	0	0	4	6
"AREL1"	77	67	20	0	4	1	8	14	0
"HFM1"	0	0	1	0	0	0	0	0	0
"FAM154B"	0	0	0	0	0	0	0	0	0
"SPINK9"	0	0	0	0	0	0	0	0	0
"C1QL4"	0	0	0	0	0	0	0	0	0
"FAM78B"	1	1	2	11	50	0	7	15	11
"IGFBPL1"	62	0	1	0	0	0	0	0	0
"IRGQ"	134	9	78	7	36	2	44	54	12
"DCAF8L1"	0	0	0	0	0	0	0	1	0
"MTCP1"	0	0	0	0	0	0	0	0	0
"IRF5"	0	0	0	0	0	0	14	0	0
"SHISA2"	0	0	14	1	0	0	1	0	0
"PGP"	59	33	30	31	61	22	19	19	25
"PPP1R27"	0	0	0	0	0	0	0	0	0
"NKAPL"	13	4	0	0	30	0	6	0	0
"CDRT15"	0	0	0	0	0	0	0	0	0
"LMBRD2"	194	34	213	62	46	61	75	103	223
"NWD1"	0	0	0	0	0	0	0	0	18
"F8A3"	0	0	0	0	0	0	0	0	0
"F8A2"	0	0	0	0	0	0	0	0	0
"ZNF599"	0	0	0	0	0	0	0	0	0
"HS3ST3A1"	0	0	0	0	0	0	0	0	0
"CARD17"	0	0	0	0	0	0	0	0	0
"CT45A6"	0	0	0	0	0	0	0	0	0
"IGIP"	249	57	141	145	108	3	89	146	24
"LKAAEAR1"	0	0	0	0	0	0	0	0	0
"SLC25A30-AS1"	0	0	0	0	0	0	0	0	0
"LINC00382"	0	0	0	0	0	0	0	0	0
"C8orf48"	0	0	0	0	7	0	0	0	0
"LRRC18"	0	0	0	0	0	0	0	0	0
"TCEAL6"	21	13	50	4	18	8	15	14	12
"CLEC6A"	0	0	0	0	0	0	0	0	0
"KHDC3L"	0	0	0	0	0	0	0	0	0
"LRRC37A2"	0	0	0	0	10	0	0	0	0
"RBMY1D"	0	0	0	0	0	0	0	0	0
"RBMY1E"	0	0	0	0	0	0	0	0	0
"RBMY1J"	0	0	0	0	0	0	0	0	0
"KRTAP5-1"	0	0	0	0	0	0	0	0	0
"ZNF835"	0	0	6	3	12	0	0	0	0
"RHBDD2"	678	119	610	133	481	29	249	290	229
"GLB1L3"	0	0	4	0	0	0	2	0	6
"PHF11"	0	0	8	2	43	8	20	0	0
"YARS2"	0	1	12	0	12	0	17	29	0
"COA3"	137	1	48	22	127	3	106	107	32
"TMEM225"	0	0	0	0	0	0	0	3	0
"FLG2"	0	0	0	0	0	0	2	0	1
"OR2T8"	0	0	0	0	0	0	0	0	0
"IL31"	0	0	0	0	0	0	0	0	0
"OR5H14"	0	0	0	0	0	0	0	0	0
"OR4A47"	0	0	0	0	0	0	0	0	13
"OR5D16"	0	0	0	0	0	0	0	0	0
"KRT6B"	0	0	0	0	0	0	0	0	0
"OR2T3"	0	0	0	0	1	0	0	0	0
"OR11G2"	0	0	0	0	0	0	0	0	0
"OR5J2"	0	0	0	0	0	0	0	0	0
"OR4K2"	0	0	0	0	0	0	0	0	0
"OR10AG1"	0	0	0	0	0	0	0	0	0
"OR4M1"	0	0	0	0	0	0	0	0	0
"OR5B17"	0	0	0	0	0	0	0	0	0
"OR13G1"	4	0	0	0	0	0	0	0	0
"OR4K15"	0	0	0	0	0	0	0	0	0
"OR4F5"	0	0	0	0	0	0	0	0	0
"OR4K5"	0	0	0	0	0	0	0	0	0
"OR5H2"	0	0	0	0	0	0	0	0	0
"OR2A2"	0	0	0	0	0	0	0	0	0
"PLCXD3"	248	88	231	45	48	127	56	16	23
"OR2T6"	0	0	0	0	0	0	0	1	0
"OR4B1"	0	0	0	0	0	0	0	0	0
"OR5B3"	0	0	0	0	0	0	0	0	0
"OR8B2"	0	0	0	0	0	0	0	0	0
"OR8B3"	0	0	0	0	0	0	0	0	0
"OR10G3"	0	0	0	0	0	0	0	0	0
"KRTAP5-11"	0	0	0	0	0	0	0	0	0
"YPEL2"	95	9	65	37	54	20	42	26	25
"FAM47C"	0	0	0	0	0	0	0	0	0
"RFPL4B"	0	0	0	0	0	0	0	0	0
"LDLRAD2"	0	0	0	0	0	0	0	0	0
"EIF2AK4"	60	0	18	26	75	2	87	80	74
"DCAF12L2"	183	0	1	135	0	8	12	0	14
"NHSL2"	32	2	50	97	109	6	38	37	38
"FAM53A"	0	0	0	0	0	0	0	0	0
"AWAT1"	0	0	0	0	0	0	0	0	0
"CXorf66"	0	0	0	0	0	0	0	0	0
"NTRK2"	657	92	487	118	347	455	346	316	819
"POTEA"	0	0	0	0	0	0	0	0	0
"SATL1"	0	0	0	0	0	0	0	0	0
"TCEAL5"	13	0	44	2	9	4	2	14	14
"PABPC1L2A"	0	0	28	0	0	9	0	0	0
"OR5H1"	0	0	0	0	0	0	0	0	0
"RGMB"	20	11	16	5	6	44	5	38	0
"OR51A4"	0	0	0	0	0	0	0	0	0
"OR2A7"	0	0	0	0	0	0	0	0	0
"OR4F6"	0	0	0	0	0	0	0	0	0
"OR6M1"	0	0	0	0	0	0	0	0	0
"OR10V1"	0	0	0	0	0	0	0	0	0
"OR5AK2"	0	0	0	0	0	0	0	0	0
"OR52H1"	0	0	0	0	0	0	0	0	0
"OR51I1"	0	0	0	0	0	0	0	0	0
"OR2A1+OR2A42"	0	0	0	0	0	0	0	0	0
"OR6F1"	0	0	0	0	0	0	0	0	0
"OR2AT4"	0	0	0	0	0	13	4	0	0
"OR9G4"	0	0	0	0	0	0	0	0	0
"OR5M8"	0	0	0	0	0	0	0	0	0
"OR6B1"	0	0	0	0	0	0	0	0	0
"OR6K2"	0	0	0	0	0	0	0	0	0
"OR6N2"	0	0	0	0	0	0	0	0	0
"OR4F16+OR4F29+OR4F3"	0	0	0	0	0	0	0	0	0
"OR2AE1"	0	0	0	0	0	0	0	0	0
"OR4A15"	0	0	0	0	0	0	0	0	0
"OR4A16"	0	0	0	0	0	0	0	0	0
"CBWD6"	0	0	1	0	0	0	0	0	0
"OR5M11"	0	0	0	0	0	0	0	0	0
"OR4F17"	0	0	0	0	0	0	0	0	0
"OR51G2"	0	0	0	0	0	0	0	0	0
"OR1L4"	0	0	0	0	0	0	0	0	0
"OR1L3"	0	0	0	0	0	0	0	0	0
"LRRC52"	1	0	0	0	0	0	0	0	0
"OR9G1"	0	0	0	0	0	0	2	0	0
"OR9I1"	0	0	0	0	0	0	0	0	0
"OR8H1"	0	0	0	0	0	0	0	0	0
"LRRC55"	136	3	60	15	36	0	6	80	13
"OR8D4"	0	0	1	0	0	0	0	0	0
"OR8J1"	0	0	0	0	0	0	0	0	0
"OR8B12"	0	0	0	0	0	0	0	0	0
"OR8A1"	0	0	0	0	0	0	2	0	0
"OR8U1"	0	0	0	0	0	0	0	0	0
"OR7G2"	0	0	0	0	0	0	0	0	0
"OR8H3"	0	0	0	0	0	0	0	0	0
"OR7A10"	0	0	0	0	0	0	0	0	0
"OR6Y1"	0	0	0	0	0	0	0	0	1
"OR8H2"	0	0	0	0	0	0	0	0	0
"OR6T1"	0	0	0	0	0	0	0	0	0
"OR6N1"	0	0	0	0	0	0	0	0	0
"OR6K6"	0	0	0	0	0	0	0	0	0
"C9orf117"	0	0	0	0	0	0	0	0	0
"IGDCC4"	69	0	2	0	3	1	28	0	0
"OR56A4"	0	0	0	0	0	0	0	0	0
"OR52W1"	0	0	0	0	0	0	0	0	0
"OR52N2"	0	0	0	0	0	0	0	0	0
"OR52K1"	0	0	0	0	0	0	0	0	0
"OR52I2"	0	0	0	0	0	0	0	0	0
"OR52I1"	0	0	0	0	0	0	0	0	0
"OR52E8"	0	0	0	0	0	0	0	0	0
"OR52E6"	0	0	0	0	0	0	0	0	0
"OR52E4"	0	0	0	0	0	0	0	0	0
"OR52E2"	0	0	0	0	0	0	0	0	0
"OR52D1"	0	0	0	0	0	0	0	0	0
"OR52B6"	0	0	0	0	0	0	9	0	0
"OR52A5"	0	0	0	0	0	0	0	0	0
"OR51V1"	0	0	0	0	0	0	0	0	0
"OR51T1"	0	0	0	0	0	0	0	0	0
"OR51S1"	0	0	0	0	0	0	0	0	0
"OR51L1"	0	0	0	0	0	0	0	0	0
"OR51F2"	0	0	0	0	0	0	0	0	0
"OR51D1"	0	0	0	0	0	0	0	0	0
"OR51A7"	0	0	0	0	0	0	0	0	0
"OR51B6"	0	0	0	0	0	0	0	0	0
"OR5T3"	0	0	0	0	0	0	0	0	0
